Place of interest;Type of place;Place address;BiciMAD station;Station location
Parroquia San Juan Bosco;catolicas;CALLE DOCTOR LARRA Y CEREZO  S/N;Caramuel;Calle Caramuel nº 51
Parroquia San Juan Crisóstomo;catolicas;CALLE DOMENICO SCARLATTI 2;San Francisco de Sales;Calle General Ampudia nº 2
Parroquia San Juan Evangelista;catolicas;PLAZA VENECIA 1;Avenida Bruselas;Avenida Bruselas nº 56
Parroquia San Juan de Dios;catolicas;CALLE MONTE DE MONTJUICH 19;Pavones;Calle Hacienda de Pavones nº 342
Parroquia San Juan de Mirasierra;catolicas;CALLE MORALZARZAL 75;Pedro Rico;Calle Pedro Rico nº 4
Parroquia San Juan de Ribera;catolicas;CALLE RODRIGUEZ MARIN 57;Doctor Arce 45;Avenida del Doctor Arce nº 45
Parroquia San Juan de la Cruz;catolicas;PLAZA SAN JUAN DE LA CRUZ 2;Plaza de San Juan de la Cruz;Plaza de San Juan de la Cruz nº 11
Parroquia San Juan de Ávila;catolicas;CALLE FORNILLOS 9;San Delfín;Calle San Delfín nº 9
Parroquia San Leandro;catolicas;CALLE ESCALONA 59;Caramuel;Calle Caramuel nº 51
Parroquia San Leopoldo;catolicas;CALLE SAGRADOS CORAZONES 28;Caramuel;Calle Caramuel nº 51
Parroquia San León Magno;catolicas;CALLE CONCEJAL BENITO MARTIN LOZANO 7;Puerta de Toledo;Glorieta de la Puerta de Toledo nº 1
Parroquia San Lorenzo;catolicas;CALLE DOCTOR PIGA 2;Plaza de Lavapiés;Calle Valencia nº 1
Parroquia San Lucas;catolicas;PLAZA PALOMA DE LA PAZ 1;Embajadores 191;Calle Sodio nº 1B
Parroquia San Luis de los Franceses;catolicas;CALLE LAGASCA 89;Embajada de Italia;Calle Velázquez nº 75
Parroquia San Manuel y San Benito;catolicas;CALLE ALCALA 83;Velázquez;Calle Alcalá nº 95
Parroquia San Marcos;catolicas;CALLE SAN LEONARDO 10;Plaza de España B;Calle Princesa nº 5
Parroquia San Martín de Porres;catolicas;CALLE ABEGONDO 28;Pío XII;Avenida Pío XII nº 3
Parroquia San Mateo;catolicas;AVENIDA LA VERBENA DE LA PALOMA 16;Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia San Matías;catolicas;PLAZA IGLESIA 2;Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia San Miguel Arcángel de Carabanchel;catolicas;CALLE GENERAL RICARDOS 21;Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9
Parroquia San Miguel Arcángel de Chamartín;catolicas;AVENIDA BURGOS 2;Chamartín;Calle Rodríguez Jaén nº 40
Parroquia San Miguel Arcángel de Fuencarral;catolicas;CALLE ISLAS BERMUDAS 28;Pedro Rico;Calle Pedro Rico nº 4
Parroquia San Miguel de los Santos;catolicas;CALLE LOPEZ DE HOYOS 39;María Francisca 1;Calle María Francisca nº 1
Parroquia San Millán y San Cayetano;catolicas;CALLE EMBAJADORES 15;Plaza de Nelson Mandela;Calle Mesón de Paredes nº 35
Parroquia San Nicolás de Bari de los Servitas;catolicas;PLAZA SAN NICOLAS 6;Plaza Ramales;Plaza de Ramales
Parroquia San Pablo;catolicas;CALLE EL ESCRITOR 25;Sierra Toledana;Camino de Valderribas nº 94
Parroquia San Pablo de la Cruz;catolicas;"AVENIDA MADRO&amp;Ntilde;OS 40";Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia San Patricio;catolicas;CALLE ALEJANDRO GONZALEZ 12;Alcalá-Ventas;Calle Alejandro González nº 1
Parroquia San Pedro Advíncula;catolicas;CALLE SIERRA GORDA 5;Pavones;Calle Hacienda de Pavones nº 342
Parroquia San Pedro Apóstol (Carabanchel);catolicas;PLAZA SEIS DE DICIEMBRE 1;Caramuel;Calle Caramuel nº 51
Parroquia San Pedro Apóstol. Calle Orión;catolicas;CALLE ORION 2;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia San Pedro Mártir de los Padres Dominicos;catolicas;AVENIDA BURGOS 204;Manuel Caldeiro;Paseo de la Castellana nº 298
Parroquia San Pedro Nolasco;catolicas;"CALLE DO&amp;Ntilde;A FRANCISQUITA 27";Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia San Pedro Poveda;catolicas;AVENIDA CAMINO DE SANTIAGO 35;Pedro Rico;Calle Pedro Rico nº 4
Parroquia San Pedro Regalado y San José de Calasanz;catolicas;"PLAZA PE&amp;Ntilde;A GUDINA 1";Concordia;Calle Arroyo del Olivar nº 6
Parroquia San Pío X;catolicas;CALLE DOCTOR CASAL 9;Paseo de Moret;Paseo de Moret nº 11
Parroquia San Rafael Arcángel;catolicas;CALLE OTERO Y DELAGE 103;Facultad Derecho;Avenida Complutense nº 23
Parroquia San Rafael Arnáiz;catolicas;CALLE OCTAVIO PAZ 2;Manuel Caldeiro;Paseo de la Castellana nº 298
Parroquia San Raimundo de Peñafort;catolicas;CALLE ESTEBAN CARROS 35;Concordia;Calle Arroyo del Olivar nº 6
Parroquia San Ramón Nonato;catolicas;CALLE MELQUIADES BIENCINTO 10;Puente de Vallecas;Avenida de la Albufera nº 6
Parroquia San Ricardo;catolicas;CALLE GAZTAMBIDE 22;Fernando el Católico;Calle Fernando el Católico nº 61
Parroquia San Romualdo;catolicas;CALLE ASCAO 30;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia San Roque;catolicas;CALLE ABOLENGO 10;Ermita Santo;Paseo de la Ermita del Santo nº 48
Parroquia San Sebastián;catolicas;CALLE ATOCHA 39;Plaza de Santa Ana;Plaza de Santa Ana nº 10
Parroquia San Sebastián Mártir;catolicas;PLAZA PARROQUIA 1;Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9
Parroquia San Simón y San Judas;catolicas;AVENIDA ORCASUR;Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia San Valentín y San Casimiro;catolicas;CALLE VILLAJIMENA 75;Pavones;Calle Hacienda de Pavones nº 342
Parroquia San Vicente Ferrer;catolicas;CALLE IBIZA 43 bis;Ibiza;Calle Ibiza nº 62
Parroquia San Vicente de Paúl;catolicas;PLAZA SAN VICENTE DE PAUL 1;Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9
Parroquia San Víctor;catolicas;CALLE RAMON GOMEZ DE LA SERNA 101;Facultad Derecho;Avenida Complutense nº 23
Parroquia Santa Adela;catolicas;CALLE SAN FAUSTINO 6;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santa Ana y La Esperanza;catolicas;"CALLE CA&amp;Ntilde;ADA 35";Marroquina;Calle Camino de los Vinateros nº 108
Parroquia Santa Beatriz;catolicas;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 130;Caramuel;Calle Caramuel nº 51
Parroquia Santa Bibiana;catolicas;CALLE ALCOCER 9;Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia Santa Bárbara;catolicas;"CALLE GENERAL CASTA&amp;Ntilde;OS 2";Plaza de las Salesas;Plaza de las Salesas 7
Parroquia Santa Casilda;catolicas;CALLE PARADOR DEL SOL 10;San Delfín;Calle San Delfín nº 9
Parroquia Santa Catalina Labouré;catolicas;"CALLE ARROYO OPA&amp;Ntilde;EL 29";Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9
Parroquia Santa Catalina de Alejandría;catolicas;CALLE RAMBLA 5;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santa Catalina de Siena;catolicas;CALLE JUAN DE URBIETA 57;Puerta de Mariano de Cavia;Avenida del Mediterráneo nº 19
Parroquia Santa Cecilia;catolicas;CALLE MEDINA DE POMAR 11;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santa Cristina;catolicas;PASEO EXTREMADURA 32;Puerta del Ángel;Plaza Puerta del Ángel nº 4
Parroquia Santa Cruz;catolicas;CALLE ATOCHA 6;Conde de Romanones;Plaza del Conde de Romanones nº 9
Parroquia Santa Elena;catolicas;CALLE ORFILA 1;Alonso Martínez;Plaza de Alonso Martínez nº 5
Parroquia Santa Eugenia;catolicas;"CALLE VIRGEN DE LAS VI&amp;Ntilde;AS 15";Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa Eulalia de Mérida;catolicas;CALLE PEDROCHES 5;Concordia;Calle Arroyo del Olivar nº 6
Parroquia Santa Florentina;catolicas;CALLE LONGARES 8;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santa Gema;catolicas;CALLE LEIZARAN 24;Doctor Arce 45;Avenida del Doctor Arce nº 45
Parroquia Santa Inés;catolicas;AVENIDA REAL DE PINTO 72;Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia Santa Irene;catolicas;CALLE ANDALUCES 7;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa Luisa de Marillac;catolicas;AVENIDA ABRANTES 111;Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9
Parroquia Santa Maravillas de Jesús;catolicas;CALLE MORALES 64;Caramuel;Calle Caramuel nº 51
Parroquia Santa Margarita María de Alacoque;catolicas;CALLE JAIME VERA 33;Caramuel;Calle Caramuel nº 51
Parroquia Santa María Josefa del Corazón de Jesús;catolicas;AVENIDA LA GAVIA 25;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María La Antigua;catolicas;CALLE VIRGEN DE LA ANTIGUA 9;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María Madre de la Iglesia;catolicas;CALLE GÓMEZ DE ARTECHE 30;Caramuel;Calle Caramuel nº 51
Parroquia Santa María Magdalena;catolicas;CALLE DRÁCENA 23;Pío XII;Avenida Pío XII nº 3
Parroquia Santa María Micaela y San Enrique;catolicas;CALLE SAN GERMÁN 23;Orense 36;Calle Orense nº 36
Parroquia Santa María Personal de Habla Alemana;catolicas;AVENIDA BURGOS 12;Chamartín;Calle Rodríguez Jaén nº 40
Parroquia Santa María Soledad Torres Acosta;catolicas;AVENIDA CAMINO DE SANTIAGO 35;Pedro Rico;Calle Pedro Rico nº 4
Parroquia Santa María de Cervellón;catolicas;CALLE BELISANA 2;Condesa de Venadito;Calle Condesa de Venadito nº 2
Parroquia Santa María de Martala;catolicas;CALLE FOBOS 2;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María de Nazaret;catolicas;"CALLE CA&amp;Ntilde;ADA DEL SANTISIMO 27";Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María de la Caridad;catolicas;CALLE FERMIN CABALLERO 39;Pedro Rico;Calle Pedro Rico nº 4
Parroquia Santa María de la Esperanza;catolicas;CALLE FERMIN CABALLERO 53;Pedro Rico;Calle Pedro Rico nº 4
Parroquia Santa María de la Fe;catolicas;CALLE PUERTO DE MASPALOMAS 16;Remonta;Calle Azucenas nº 1
Parroquia Santa María del Bosque;catolicas;CALLE MANUEL URIBE 1;Pío XII;Avenida Pío XII nº 3
Parroquia Santa María del Buen Aire;catolicas;CALLE ENCOMIENDA DE PALACIOS 192;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María del Camino;catolicas;CALLE ENCOMIENDA DE PALACIOS 334;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa María del Monte Carmelo;catolicas;CALLE AYALA 35;Ayala;Calle Ayala nº 44
Parroquia Santa María del Parque;catolicas;CALLE SANTA VIRGILIA 13;Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia Santa María del Pilar;catolicas;CALLE REYES MAGOS 3;Pío Baroja;Calle Pío Baroja nº 10
Parroquia Santa María del Pinar;catolicas;CALLE JAZMIN 7;Manuel Caldeiro;Paseo de la Castellana nº 298
Parroquia Santa María del Pozo y Santa Marta;catolicas;CALLE MONTANCHEZ 13;Concordia;Calle Arroyo del Olivar nº 6
Parroquia Santa María del Silencio;catolicas;CALLE RAIMUNDO FERNANDEZ VILLAVERDE 18;Raimundo Fernández;Calle Raimundo Fernández Villaverde nº 33
Parroquia Santa María del Val;catolicas;AVENIDA MONFORTE DE LEMOS 115;Remonta;Calle Azucenas nº 1
Parroquia Santa María la Blanca;catolicas;PLAZA VILLA DE CANILLEJAS 1;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santa María la Blanca de Montecarmelo;catolicas;CALLE MONASTERIO DE OSEIRA 25;Pedro Rico;Calle Pedro Rico nº 4
Parroquia Santa María la Mayor y San Julián;catolicas;CALLE CENICIENTOS 1;Francos Rodríguez;Calle Francos Rodríguez nº 62
Parroquia Santa María la Real de la Almudena;catolicas;CALLE MAYOR 90;Segovia 26;Calle Segovia nº 26
Parroquia Santa Matilde;catolicas;CALLE LOPEZ DE HOYOS 166;Corazón de María;Calle Santa Hortensia nº 31
Parroquia Santa Mónica;catolicas;CALLE PRINCIPE DE VERGARA 87;Diego de León 52;Calle Diego de León nº 52
Parroquia Santa Paula;catolicas;CARRETERA CANILLAS 115 B;Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia Santa Rita;catolicas;CALLE GAZTAMBIDE 75;Cea Bermúdez;Calle Cea Bermúdez nº 59
Parroquia Santa Rosa de Lima;catolicas;CALLE VÍA CARPETANA 47;Caramuel;Calle Caramuel nº 51
Parroquia Santa Rosalía;catolicas;"CALLE LAS PEDRO&amp;Ntilde;ERAS 13";Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia Santa Teresa Benedicta de la Cruz;catolicas;CALLE SENDA DEL INFANTE 22;Pedro Rico;Calle Pedro Rico nº 4
Parroquia Santa Teresa de Calcuta;catolicas;CALLE MINERVA 58;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santa Teresa y San José;catolicas;"PLAZA ESPA&amp;Ntilde;A 14";Plaza de España B;Calle Princesa nº 5
Parroquia Santa Teresa y Santa Isabel;catolicas;GLORIETA PINTOR SOROLLA 2;Santa Engracia 87;Calle Santa Engracia nº 87
Parroquia Santa Ángela de la Cruz;catolicas;CALLE CESAR MANRIQUE 7;Francos Rodríguez;Calle Francos Rodríguez nº 62
Parroquia Santas Justa y Rufina.;catolicas;CALLE SANTA ÁUREA 7;Caramuel;Calle Caramuel nº 51
Parroquia Santas Perpetua y Felicidad;catolicas;CALLE SANTA FELICIDAD 1;Marqués de Corbera 52;Avenida Marqués de Corbera nº 52
Parroquia Santiago el Mayor y Nuestra Señora de las Cruces;catolicas;CALLE SANTA CRUZ DE MARCENADO 11 PLANTA BAJO;Plaza Conde Suchil;Plaza del Conde del Valle de Súchil nº 3
Parroquia Santiago y San Juan Bautista;catolicas;PLAZA SANTIAGO 24;Plaza Ramales;Plaza de Ramales
Parroquia Santo Cristo de la Misericordia;catolicas;CALLE NUMANCIA 8;Pablo Iglesias;Calle Francisco Balseiro nº 1
Parroquia Santo Cristo del Olivar;catolicas;"CALLE CA&amp;Ntilde;IZARES 4";Plaza de Santa Ana;Plaza de Santa Ana nº 10
Parroquia Santo Domingo Savio;catolicas;CALLE SANTO DOMINGO SAVIO 2;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santo Domingo de Guzmán;catolicas;CALLE CAMARENA 183;Caramuel;Calle Caramuel nº 51
Parroquia Santo Domingo de la Calzada;catolicas;CAÑADA REAL GALIANA 17;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santo Niño de Cebu;catolicas;CALLE LUCIO DEL VALLE 4;Parque Santander;Calle Santander esquina con Avenida de Filipinas
Parroquia Santo Tomás Apóstol;catolicas;CALLE PORTUGALETE 2;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Santo Tomás de Villanueva;catolicas;CALLE LEONESES 6;Sierra Toledana;Camino de Valderribas nº 94
Parroquia Santos Apóstoles Felipe y Santiago el Menor;catolicas;CALLE POETA BLAS DE OTERO 79;Marqués de Corbera 12;Avenida Marqués de Corbera nº 12
Parroquia Santos Cosme y Damián;catolicas;CALLE RAMÍREZ TOMÉ 22;Sierra Toledana;Camino de Valderribas nº 94
Parroquia Santos Inocentes;catolicas;CALLE EMBAJADORES 209;Embajadores 191;Calle Sodio nº 1B
Parroquia Santísima Trinidad;catolicas;CALLE MARTINEZ VILLERGAS 8;Derechos Humanos;Calle Derechos Humanos nº 12
Parroquia Santísimo Cristo de la Esperanza;catolicas;CALLE MISTERIOS 38;Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia Santísimo Cristo de la Guía - San Juan de Sahagún;catolicas;CAMINO VIEJO DE VICALVARO 18;Pavones;Calle Hacienda de Pavones nº 342
Parroquia Santísimo Cristo de la Salud;catolicas;CALLE AYALA 12;Serrano;Calle Serrano nº 54
Parroquia Santísimo Cristo de la Victoria;catolicas;CALLE BLASCO DE GARAY 33;Galileo;Calle Galileo nº 63
Parroquia Santísimo Cristo del Amor;catolicas;CALLE RAFAEL FINAT 46;Caramuel;Calle Caramuel nº 51
Parroquia Santísimo Redentor;catolicas;CALLE FELIX BOIX 13;López Pozas;Calle General López Pozas nº 2
Parroquia Santísimo Sacramento;catolicas;CALLE ALCALDE SAINZ DE BARANDA 3;Retiro-Ibiza;Calle Ibiza nº 18
Parroquia Transfiguración del Señor;catolicas;CALLE ISABELITA USERA 34;Glorieta de Cádiz;Calle Antonio López nº 129
Parroquia Virgen Peregrina;catolicas;CALLE DIEGO DE LEON 36 bis;Velázquez-Diego de León;Calle Velázquez nº 91
Parroquia Virgen de La Candelaria;catolicas;PLAZA NUESTRA SEÑORA DE LA CANDELARIA 1;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Virgen de La Fuensanta;catolicas;CALLE SAN FILIBERTO 9;San Delfín;Calle San Delfín nº 9
Parroquia Virgen de La Nueva;catolicas;CALLE CALANDA 28;Carlota O’Neill;Calle Carlota O'Neill nº 32
Parroquia Virgen de La Oliva;catolicas;CALLE CASTILLO DE SIMANCAS 1;Gutierre de Cetina;Calle Gutierre de Cetina nº 77
Parroquia Virgen de La Paloma y San Pedro el Real;catolicas;CALLE TOLEDO 98 y Paloma 1;Puerta de Toledo;Glorieta de la Puerta de Toledo nº 1
Parroquia Virgen de La Providencia y San Cayetano;catolicas;CALLE FERRER DEL RIO 18;Cartagena;Calle Cartagena nº 34
Parroquia Virgen de Lluc;catolicas;CALLE VIRGEN DEL SAGRARIO 22;C.D. Concepción;Calle Jose del Hierro nº 5
Parroquia Virgen de Los Llanos;catolicas;PLAZA VIRGEN DE LOS LLANOS 1;Caramuel;Calle Caramuel nº 51
